,relative_im_path,bbox_x1,bbox_y1,bbox_x2,bbox_y2,class,test,class_name,class_index,year,make,model_general,model_specific,make_model_general,make_model_specific,make_model_year_general
49,car_ims/000050.jpg,9,3,93,41,1,True,AM General Hummer SUV 2000,1,2000,AM General,Hummer,Hummer SUV,AM General Hummer,AM General Hummer SUV,AM General Hummer 2000
50,car_ims/000051.jpg,15,10,128,76,1,True,AM General Hummer SUV 2000,1,2000,AM General,Hummer,Hummer SUV,AM General Hummer,AM General Hummer SUV,AM General Hummer 2000
51,car_ims/000052.jpg,11,60,796,535,1,True,AM General Hummer SUV 2000,1,2000,AM General,Hummer,Hummer SUV,AM General Hummer,AM General Hummer SUV,AM General Hummer 2000
52,car_ims/000053.jpg,92,93,585,399,1,True,AM General Hummer SUV 2000,1,2000,AM General,Hummer,Hummer SUV,AM General Hummer,AM General Hummer SUV,AM General Hummer 2000
53,car_ims/000054.jpg,5,9,87,61,1,True,AM General Hummer SUV 2000,1,2000,AM General,Hummer,Hummer SUV,AM General Hummer,AM General Hummer SUV,AM General Hummer 2000
54,car_ims/000055.jpg,8,5,85,69,1,True,AM General Hummer SUV 2000,1,2000,AM General,Hummer,Hummer SUV,AM General Hummer,AM General Hummer SUV,AM General Hummer 2000
55,car_ims/000056.jpg,70,94,439,341,1,True,AM General Hummer SUV 2000,1,2000,AM General,Hummer,Hummer SUV,AM General Hummer,AM General Hummer SUV,AM General Hummer 2000
56,car_ims/000057.jpg,87,6,552,348,1,True,AM General Hummer SUV 2000,1,2000,AM General,Hummer,Hummer SUV,AM General Hummer,AM General Hummer SUV,AM General Hummer 2000
57,car_ims/000058.jpg,28,14,118,80,1,True,AM General Hummer SUV 2000,1,2000,AM General,Hummer,Hummer SUV,AM General Hummer,AM General Hummer SUV,AM General Hummer 2000
58,car_ims/000059.jpg,11,8,106,80,1,True,AM General Hummer SUV 2000,1,2000,AM General,Hummer,Hummer SUV,AM General Hummer,AM General Hummer SUV,AM General Hummer 2000
59,car_ims/000060.jpg,53,108,544,413,1,True,AM General Hummer SUV 2000,1,2000,AM General,Hummer,Hummer SUV,AM General Hummer,AM General Hummer SUV,AM General Hummer 2000
60,car_ims/000061.jpg,31,12,270,160,1,True,AM General Hummer SUV 2000,1,2000,AM General,Hummer,Hummer SUV,AM General Hummer,AM General Hummer SUV,AM General Hummer 2000
61,car_ims/000062.jpg,4,13,145,109,1,True,AM General Hummer SUV 2000,1,2000,AM General,Hummer,Hummer SUV,AM General Hummer,AM General Hummer SUV,AM General Hummer 2000
62,car_ims/000063.jpg,8,12,135,83,1,True,AM General Hummer SUV 2000,1,2000,AM General,Hummer,Hummer SUV,AM General Hummer,AM General Hummer SUV,AM General Hummer 2000
63,car_ims/000064.jpg,11,16,135,93,1,True,AM General Hummer SUV 2000,1,2000,AM General,Hummer,Hummer SUV,AM General Hummer,AM General Hummer SUV,AM General Hummer 2000
64,car_ims/000065.jpg,28,117,415,274,1,True,AM General Hummer SUV 2000,1,2000,AM General,Hummer,Hummer SUV,AM General Hummer,AM General Hummer SUV,AM General Hummer 2000
65,car_ims/000066.jpg,45,39,729,414,1,True,AM General Hummer SUV 2000,1,2000,AM General,Hummer,Hummer SUV,AM General Hummer,AM General Hummer SUV,AM General Hummer 2000
66,car_ims/000067.jpg,3,3,639,480,1,True,AM General Hummer SUV 2000,1,2000,AM General,Hummer,Hummer SUV,AM General Hummer,AM General Hummer SUV,AM General Hummer 2000
67,car_ims/000068.jpg,18,30,133,93,1,True,AM General Hummer SUV 2000,1,2000,AM General,Hummer,Hummer SUV,AM General Hummer,AM General Hummer SUV,AM General Hummer 2000
68,car_ims/000069.jpg,24,141,721,396,1,True,AM General Hummer SUV 2000,1,2000,AM General,Hummer,Hummer SUV,AM General Hummer,AM General Hummer SUV,AM General Hummer 2000
69,car_ims/000070.jpg,31,20,226,119,1,True,AM General Hummer SUV 2000,1,2000,AM General,Hummer,Hummer SUV,AM General Hummer,AM General Hummer SUV,AM General Hummer 2000
70,car_ims/000071.jpg,17,23,240,135,1,True,AM General Hummer SUV 2000,1,2000,AM General,Hummer,Hummer SUV,AM General Hummer,AM General Hummer SUV,AM General Hummer 2000
71,car_ims/000072.jpg,6,20,137,73,1,True,AM General Hummer SUV 2000,1,2000,AM General,Hummer,Hummer SUV,AM General Hummer,AM General Hummer SUV,AM General Hummer 2000
72,car_ims/000073.jpg,111,177,920,642,1,True,AM General Hummer SUV 2000,1,2000,AM General,Hummer,Hummer SUV,AM General Hummer,AM General Hummer SUV,AM General Hummer 2000
73,car_ims/000074.jpg,32,69,487,316,1,True,AM General Hummer SUV 2000,1,2000,AM General,Hummer,Hummer SUV,AM General Hummer,AM General Hummer SUV,AM General Hummer 2000
74,car_ims/000075.jpg,2,7,102,57,1,True,AM General Hummer SUV 2000,1,2000,AM General,Hummer,Hummer SUV,AM General Hummer,AM General Hummer SUV,AM General Hummer 2000
75,car_ims/000076.jpg,26,62,763,504,1,True,AM General Hummer SUV 2000,1,2000,AM General,Hummer,Hummer SUV,AM General Hummer,AM General Hummer SUV,AM General Hummer 2000
76,car_ims/000077.jpg,46,115,623,469,1,True,AM General Hummer SUV 2000,1,2000,AM General,Hummer,Hummer SUV,AM General Hummer,AM General Hummer SUV,AM General Hummer 2000
77,car_ims/000078.jpg,25,123,589,421,1,True,AM General Hummer SUV 2000,1,2000,AM General,Hummer,Hummer SUV,AM General Hummer,AM General Hummer SUV,AM General Hummer 2000
78,car_ims/000079.jpg,20,79,654,425,1,True,AM General Hummer SUV 2000,1,2000,AM General,Hummer,Hummer SUV,AM General Hummer,AM General Hummer SUV,AM General Hummer 2000
79,car_ims/000080.jpg,5,14,160,114,1,True,AM General Hummer SUV 2000,1,2000,AM General,Hummer,Hummer SUV,AM General Hummer,AM General Hummer SUV,AM General Hummer 2000
80,car_ims/000081.jpg,62,73,718,441,1,True,AM General Hummer SUV 2000,1,2000,AM General,Hummer,Hummer SUV,AM General Hummer,AM General Hummer SUV,AM General Hummer 2000
81,car_ims/000082.jpg,5,4,136,87,1,True,AM General Hummer SUV 2000,1,2000,AM General,Hummer,Hummer SUV,AM General Hummer,AM General Hummer SUV,AM General Hummer 2000
82,car_ims/000083.jpg,67,98,283,213,1,True,AM General Hummer SUV 2000,1,2000,AM General,Hummer,Hummer SUV,AM General Hummer,AM General Hummer SUV,AM General Hummer 2000
83,car_ims/000084.jpg,40,60,354,237,1,True,AM General Hummer SUV 2000,1,2000,AM General,Hummer,Hummer SUV,AM General Hummer,AM General Hummer SUV,AM General Hummer 2000
84,car_ims/000085.jpg,12,18,113,78,1,True,AM General Hummer SUV 2000,1,2000,AM General,Hummer,Hummer SUV,AM General Hummer,AM General Hummer SUV,AM General Hummer 2000
85,car_ims/000086.jpg,26,72,774,480,1,True,AM General Hummer SUV 2000,1,2000,AM General,Hummer,Hummer SUV,AM General Hummer,AM General Hummer SUV,AM General Hummer 2000
86,car_ims/000087.jpg,24,1,368,199,1,True,AM General Hummer SUV 2000,1,2000,AM General,Hummer,Hummer SUV,AM General Hummer,AM General Hummer SUV,AM General Hummer 2000
87,car_ims/000088.jpg,2,13,160,120,1,True,AM General Hummer SUV 2000,1,2000,AM General,Hummer,Hummer SUV,AM General Hummer,AM General Hummer SUV,AM General Hummer 2000
88,car_ims/000089.jpg,11,13,84,60,1,True,AM General Hummer SUV 2000,1,2000,AM General,Hummer,Hummer SUV,AM General Hummer,AM General Hummer SUV,AM General Hummer 2000
89,car_ims/000090.jpg,434,441,1805,1126,2,False,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
90,car_ims/000091.jpg,104,183,842,608,2,False,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
91,car_ims/000092.jpg,7,133,716,444,2,False,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
92,car_ims/000093.jpg,8,29,444,213,2,False,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
93,car_ims/000094.jpg,150,102,877,444,2,False,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
94,car_ims/000095.jpg,139,416,1954,1149,2,False,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
95,car_ims/000096.jpg,2,24,288,129,2,False,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
96,car_ims/000097.jpg,115,63,817,324,2,False,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
97,car_ims/000098.jpg,84,189,573,376,2,False,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
98,car_ims/000099.jpg,13,256,769,532,2,False,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
99,car_ims/000100.jpg,30,16,430,215,2,False,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
100,car_ims/000101.jpg,32,32,438,394,2,False,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
101,car_ims/000102.jpg,16,115,445,269,2,False,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
102,car_ims/000103.jpg,34,53,270,139,2,False,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
103,car_ims/000104.jpg,179,177,753,452,2,False,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
104,car_ims/000105.jpg,68,93,440,317,2,False,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
105,car_ims/000106.jpg,139,172,690,431,2,False,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
106,car_ims/000107.jpg,60,166,614,425,2,False,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
107,car_ims/000108.jpg,8,37,294,150,2,False,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
108,car_ims/000109.jpg,36,40,261,174,2,False,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
109,car_ims/000110.jpg,130,10,839,346,2,False,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
110,car_ims/000111.jpg,23,134,619,349,2,False,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
111,car_ims/000112.jpg,45,22,745,514,2,False,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
112,car_ims/000113.jpg,10,34,242,126,2,False,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
113,car_ims/000114.jpg,18,63,445,267,2,False,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
114,car_ims/000115.jpg,56,95,627,368,2,False,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
115,car_ims/000116.jpg,73,163,674,401,2,False,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
116,car_ims/000117.jpg,97,49,455,326,2,False,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
117,car_ims/000118.jpg,45,68,426,253,2,False,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
118,car_ims/000119.jpg,20,16,449,300,2,False,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
119,car_ims/000120.jpg,38,92,420,241,2,False,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
120,car_ims/000121.jpg,18,141,603,367,2,False,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
121,car_ims/000122.jpg,108,147,675,434,2,True,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
122,car_ims/000123.jpg,85,43,731,324,2,True,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
123,car_ims/000124.jpg,208,97,909,447,2,True,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
124,car_ims/000125.jpg,24,55,588,405,2,True,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
125,car_ims/000126.jpg,27,82,618,400,2,True,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
126,car_ims/000127.jpg,97,7,888,336,2,True,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
127,car_ims/000128.jpg,24,38,427,277,2,True,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
128,car_ims/000129.jpg,30,11,269,196,2,True,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
129,car_ims/000130.jpg,51,51,441,289,2,True,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
130,car_ims/000131.jpg,186,151,459,347,2,True,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
131,car_ims/000132.jpg,56,114,638,448,2,True,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
132,car_ims/000133.jpg,12,33,292,171,2,True,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
133,car_ims/000134.jpg,2,104,300,203,2,True,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
134,car_ims/000135.jpg,32,96,565,362,2,True,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
135,car_ims/000136.jpg,29,55,279,177,2,True,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
136,car_ims/000137.jpg,14,98,536,299,2,True,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
137,car_ims/000138.jpg,73,84,516,306,2,True,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
138,car_ims/000139.jpg,42,103,451,277,2,True,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
139,car_ims/000140.jpg,41,161,449,337,2,True,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
140,car_ims/000141.jpg,76,111,580,458,2,True,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
141,car_ims/000142.jpg,51,90,460,247,2,True,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
142,car_ims/000143.jpg,129,32,861,602,2,True,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
143,car_ims/000144.jpg,13,82,691,432,2,True,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
144,car_ims/000145.jpg,13,165,583,417,2,True,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
145,car_ims/000146.jpg,28,27,397,217,2,True,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
146,car_ims/000147.jpg,214,492,1345,967,2,True,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
147,car_ims/000148.jpg,115,322,1085,674,2,True,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
148,car_ims/000149.jpg,129,213,899,614,2,True,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
149,car_ims/000150.jpg,11,87,470,268,2,True,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
150,car_ims/000151.jpg,37,30,292,190,2,True,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
151,car_ims/000152.jpg,85,245,713,472,2,True,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
152,car_ims/000153.jpg,30,35,619,350,2,True,Acura RL Sedan 2012,2,2012,Acura,RL,RL Sedan,Acura RL,Acura RL Sedan,Acura RL 2012
153,car_ims/000154.jpg,29,75,271,168,3,False,Acura TL Sedan 2012,3,2012,Acura,TL,TL Sedan,Acura TL,Acura TL Sedan,Acura TL 2012
154,car_ims/000155.jpg,13,35,250,153,3,False,Acura TL Sedan 2012,3,2012,Acura,TL,TL Sedan,Acura TL,Acura TL Sedan,Acura TL 2012
155,car_ims/000156.jpg,10,24,254,158,3,False,Acura TL Sedan 2012,3,2012,Acura,TL,TL Sedan,Acura TL,Acura TL Sedan,Acura TL 2012
